Date,Time,Time Zone,Gross Sales,Discounts,Net Sales,Gift Card Sales,Tax,Tip,Partial Refunds,Total Collected,Source,Card,Card Entry Methods,Cash,Square Gift Card,Other Tender,Other Tender Type,Other Tender Note,Fees,Net Total,Transaction ID,Payment ID,Card Brand,PAN Suffix,Device Name,Staff Name,Staff ID,Details,Description,Event Type,Dining Option,Customer ID,Customer Name,Customer Reference ID,Device Nickname
1/14/17,13:14:35,Central Time (US & Canada),-$13.95,$0.00,-$13.95,$0.00,-$1.05,$0.00,$0.00,-$15.00,Point of Sale,$0.00,N/A,-$15.00,$0.00,$0.00,,,$0.00,-$15.00,t7rYS8aV4kN5GGhPumQC2vueV,zK9srtJVLGzXzQUZ9IEDLQB,,,,,,https://squareup.com/dashboard/sales/transactions/t7rYS8aV4kN5GGhPumQC2vueV/by-unit/EYG5YAJGHJM4M,"Guingin Of The Rumblestrudt (Small)",Refund
1/14/17,13:12:47,Central Time (US & Canada),$13.95,$0.00,$13.95,$0.00,$1.05,$0.00,$0.00,$15.00,Point of Sale,$0.00,N/A,$15.00,$0.00,$0.00,,,$0.00,$15.00,t7rYS8aV4kN5GGhPumQC2vueV,zK9srtJVLGzXzQUZ9IEDLQB,,,,,,https://squareup.com/dashboard/sales/transactions/t7rYS8aV4kN5GGhPumQC2vueV/by-unit/EYG5YAJGHJM4M,Guingin Of The Rumblestrudt (Small),Payment
